,star_player,LINEUP_ARCHETYPE,player1_archetype,player2_archetype,player3_archetype,player4_archetype,pct_pts_3pt,pct_pts_paint,pct_pts_fb,pct_pts_2pt_mr,pct_ast_fgm,pct_uast_fgm,efg_pct,ts_pct,min_sum
84,Kevin Durant,All Around Guard-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,All Around Guard,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,0.34952380952380957,0.3831047619047619,0.1866,0.09617142857142856,0.5991428571428571,0.4008571428571428,0.6360285714285714,0.6665904761904761,105.0
85,Kevin Durant,Movement Shooter-Movement Shooter-Shot Creator Guard-Wing Shot Creator,Movement Shooter,Movement Shooter,Shot Creator Guard,Wing Shot Creator,0.3153157894736842,0.45003157894736845,0.1365578947368421,0.05982105263157895,0.5874526315789473,0.4125473684210526,0.6566421052631578,0.7027157894736842,95.0
86,Kevin Durant,3&D-Movement Shooter-Movement Shooter-Rim Runner/Protector,3&D,Movement Shooter,Movement Shooter,Rim Runner/Protector,0.41401369863013704,0.37798630136986294,0.11738356164383562,0.041273972602739725,0.6914657534246574,0.30853424657534245,0.7045753424657534,0.7324794520547946,73.0
87,Kevin Durant,3&D-All Around Guard-Movement Shooter-Rim Runner/Protector,3&D,All Around Guard,Movement Shooter,Rim Runner/Protector,0.35895588235294124,0.2963382352941177,0.0560735294117647,0.15519117647058825,0.6305147058823529,0.369485294117647,0.6876323529411765,0.7149705882352941,68.0
88,Kevin Durant,All Around Guard-All Around Guard-Post Scorer-Shot Creator Guard,All Around Guard,All Around Guard,Post Scorer,Shot Creator Guard,0.23600000000000002,0.39298333333333335,0.20983333333333334,0.12626666666666667,0.59085,0.40915,0.6126833333333334,0.6818666666666666,60.0
89,Kevin Durant,3&D-All Around Guard-Rim Runner/Protector-Wing Shot Creator,3&D,All Around Guard,Rim Runner/Protector,Wing Shot Creator,0.31456140350877193,0.4342105263157895,0.10329824561403508,0.1122456140350877,0.6900877192982456,0.30991228070175436,0.6003684210526316,0.6371578947368421,57.0
90,LeBron James,All Around Big-Movement Shooter-Movement Shooter-Shot Creator Guard,All Around Big,Movement Shooter,Movement Shooter,Shot Creator Guard,0.28115999999999997,0.4848266666666667,0.14585777777777778,0.03805777777777778,0.6713066666666667,0.3286933333333333,0.5664222222222222,0.6142577777777778,225.0
91,LeBron James,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.29834673366834175,0.4617085427135678,0.10997989949748743,0.0680753768844221,0.6151356783919597,0.3848643216080402,0.5971708542713567,0.6319798994974875,199.0
92,LeBron James,All Around Big-Glue guy-Rim Runner/Protector-Shot Creator Guard,All Around Big,Glue guy,Rim Runner/Protector,Shot Creator Guard,0.37580310880829015,0.3427150259067358,0.2127979274611399,0.13018134715025906,0.5812435233160621,0.4187564766839378,0.6188652849740932,0.6476165803108809,193.0
93,LeBron James,All Around Guard-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,All Around Guard,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,0.3448776595744681,0.4604255319148936,0.14701595744680854,0.07921808510638298,0.6005957446808511,0.3994042553191489,0.6158351063829787,0.62925,188.0
94,LeBron James,All Around Big-All Around Guard-Pure Point Guard-Rim Runner/Protector,All Around Big,All Around Guard,Pure Point Guard,Rim Runner/Protector,0.24673262032085566,0.4300106951871657,0.16441711229946523,0.1017379679144385,0.5916363636363637,0.4084652406417113,0.5359197860962568,0.5853796791443849,187.0
95,LeBron James,All Around Guard-Movement Shooter-Shot Creator Guard-Stretch Big,All Around Guard,Movement Shooter,Shot Creator Guard,Stretch Big,0.3556143790849673,0.3844248366013072,0.07418300653594771,0.08581045751633987,0.6218692810457517,0.3781307189542483,0.6569215686274509,0.6878169934640522,153.0
96,LeBron James,All Around Big-All Around Guard-Pure Point Guard-Wing Shot Creator,All Around Big,All Around Guard,Pure Point Guard,Wing Shot Creator,0.3604181818181818,0.43267272727272726,0.15556363636363638,0.06627272727272726,0.5923727272727273,0.4076272727272727,0.5990181818181818,0.6216181818181818,110.0
97,LeBron James,Shot Creator Guard-Shot Creator Guard-Stretch Big-Stretch Big,Shot Creator Guard,Shot Creator Guard,Stretch Big,Stretch Big,0.388,0.497,0.143,0.035,0.593,0.407,0.651,0.662,108.0
98,LeBron James,3&D-All Around Big-Movement Shooter-Pure Point Guard,3&D,All Around Big,Movement Shooter,Pure Point Guard,0.27895238095238095,0.43639047619047616,0.15944761904761906,0.06721904761904762,0.5885333333333334,0.41146666666666676,0.5666285714285714,0.6083333333333333,105.0
99,LeBron James,All Around Guard-Pure Point Guard-Rim Runner/Protector-Wing Shot Creator,All Around Guard,Pure Point Guard,Rim Runner/Protector,Wing Shot Creator,0.3264000000000001,0.4885444444444444,0.1680111111111111,0.09970000000000001,0.5875999999999999,0.4124000000000001,0.6407777777777778,0.6535555555555557,90.0
100,LeBron James,3&D-All Around Big-Pure Point Guard-Wing Shot Creator,3&D,All Around Big,Pure Point Guard,Wing Shot Creator,0.35109999999999997,0.4689714285714286,0.23158571428571426,0.08717142857142858,0.6332714285714286,0.3667285714285714,0.6809000000000001,0.6924857142857143,70.0
101,LeBron James,Glue guy-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,Glue guy,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,0.3529850746268656,0.5125970149253731,0.15446268656716422,0.06589552238805971,0.6022835820895522,0.39771641791044776,0.6306268656716417,0.6404477611940298,67.0
102,LeBron James,All Around Big-All Around Guard-Pure Point Guard-Shot Creator Guard,All Around Big,All Around Guard,Pure Point Guard,Shot Creator Guard,0.22424615384615385,0.544923076923077,0.1797076923076923,0.05218461538461539,0.6454461538461538,0.35455384615384616,0.6358769230769231,0.6676923076923077,65.0
103,LeBron James,3&D-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,3&D,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,0.4464444444444444,0.3481269841269842,0.18058730158730157,0.05126984126984128,0.6118730158730158,0.3883492063492064,0.6754603174603175,0.7076349206349207,63.0
104,LeBron James,Glue guy-Movement Shooter-Stretch Big-Wing Shot Creator,Glue guy,Movement Shooter,Stretch Big,Wing Shot Creator,0.4016909090909091,0.3573636363636364,0.14798181818181816,0.11181818181818183,0.7233999999999999,0.2769090909090909,0.7099454545454545,0.7315636363636363,55.0
105,Luka Dončić,All Around Guard-Movement Shooter-Movement Shooter-Rim Runner/Protector,All Around Guard,Movement Shooter,Movement Shooter,Rim Runner/Protector,0.36228950276243094,0.3984011049723757,0.08372707182320442,0.07534917127071823,0.5595370165745854,0.4404629834254144,0.6053657458563536,0.6384530386740331,905.0
106,Luka Dončić,3&D-All Around Guard-Movement Shooter-Rim Runner/Protector,3&D,All Around Guard,Movement Shooter,Rim Runner/Protector,0.4465130023640662,0.33798345153664305,0.07726713947990543,0.07280614657210402,0.5785342789598108,0.4214657210401892,0.6170803782505909,0.6418203309692672,423.0
107,Luka Dončić,3&D-All Around Big-Movement Shooter-Pure Point Guard,3&D,All Around Big,Movement Shooter,Pure Point Guard,0.4779648093841642,0.3292111436950147,0.06985043988269796,0.07850146627565983,0.5711906158357771,0.4288093841642228,0.6186950146627566,0.6400557184750734,341.0
108,Luka Dončić,Movement Shooter-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.3353536585365854,0.44099085365853663,0.15977439024390244,0.095625,0.5513018292682926,0.4486981707317073,0.5908871951219512,0.6169999999999999,328.0
109,Luka Dončić,3&D-All Around Big-Rim Runner/Protector-Wing Shot Creator,3&D,All Around Big,Rim Runner/Protector,Wing Shot Creator,0.4189259259259259,0.35665277777777765,0.11715277777777777,0.0744398148148148,0.6259953703703703,0.3740046296296296,0.586087962962963,0.6167685185185185,216.0
110,Luka Dončić,Movement Shooter-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,Movement Shooter,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,0.3659030612244898,0.4108316326530612,0.13358163265306122,0.09644897959183674,0.5768163265306122,0.4231836734693877,0.5899948979591837,0.6182091836734693,196.0
111,Luka Dončić,Movement Shooter-Movement Shooter-Stretch Big-Wing Shot Creator,Movement Shooter,Movement Shooter,Stretch Big,Wing Shot Creator,0.3584514285714286,0.3987314285714286,0.14668571428571428,0.09321714285714285,0.5603657142857142,0.43963428571428576,0.6098457142857143,0.6384857142857143,175.0
112,Luka Dončić,Movement Shooter-Stretch Big-Stretch Big-Wing Shot Creator,Movement Shooter,Stretch Big,Stretch Big,Wing Shot Creator,0.38162352941176475,0.38209411764705886,0.14989411764705882,0.05542941176470588,0.5588058823529413,0.4411941176470589,0.565635294117647,0.6070529411764707,170.0
113,Luka Dončić,3&D-All Around Guard-Rim Runner/Protector-Stretch Big,3&D,All Around Guard,Rim Runner/Protector,Stretch Big,0.4100825688073395,0.3748715596330275,0.08310091743119266,0.0581559633027523,0.5891284403669725,0.4110366972477064,0.6166238532110091,0.6485963302752293,109.0
114,Luka Dončić,Shot Creator Guard-Stretch Big-Stretch Big-Wing Shot Creator,Shot Creator Guard,Stretch Big,Stretch Big,Wing Shot Creator,0.388,0.497,0.143,0.035,0.593,0.407,0.651,0.662,108.0
115,Luka Dončić,3&D-Rim Runner/Protector-Stretch Big-Wing Shot Creator,3&D,Rim Runner/Protector,Stretch Big,Wing Shot Creator,0.3542242990654206,0.4450747663551402,0.09030841121495327,0.06436448598130841,0.5483271028037384,0.4516728971962617,0.6204672897196262,0.6410654205607476,107.0
116,Luka Dončić,All Around Big-Movement Shooter-Movement Shooter-Stretch Big,All Around Big,Movement Shooter,Movement Shooter,Stretch Big,0.3688846153846154,0.4364038461538462,0.07438461538461538,0.04549038461538461,0.561451923076923,0.4387403846153846,0.6563365384615385,0.6853846153846154,104.0
117,Luka Dončić,3&D-All Around Guard-Pure Point Guard-Rim Runner/Protector,3&D,All Around Guard,Pure Point Guard,Rim Runner/Protector,0.3603541666666667,0.4416666666666667,0.06164583333333334,0.046510416666666665,0.5550520833333333,0.4449479166666666,0.5719062500000001,0.5988645833333333,96.0
118,Luka Dončić,3&D-All Around Big-Movement Shooter-Movement Shooter,3&D,All Around Big,Movement Shooter,Movement Shooter,0.3779506172839506,0.38667901234567903,0.103,0.0730493827160494,0.6019753086419752,0.3982345679012346,0.6056913580246914,0.6360246913580248,81.0
119,Luka Dončić,All Around Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,All Around Guard,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.3815375,0.381,0.1847,0.019187500000000003,0.6651,0.33490000000000003,0.5866625,0.6354500000000002,80.0
120,Nikola Jokić,All Around Big-Movement Shooter-Shot Creator Guard-Wing Shot Creator,All Around Big,Movement Shooter,Shot Creator Guard,Wing Shot Creator,0.2789315339038841,0.48188413429888083,0.12644173798551678,0.10340552995391704,0.6669466754443713,0.3330533245556287,0.5785121790651744,0.6082350230414746,1519.0
121,Nikola Jokić,Movement Shooter-Shot Creator Guard-Wing Shot Creator-Wing Shot Creator,Movement Shooter,Shot Creator Guard,Wing Shot Creator,Wing Shot Creator,0.299934693877551,0.49330612244897964,0.14777687074829932,0.07418095238095238,0.6906095238095238,0.30939047619047616,0.6113578231292517,0.6361374149659864,1470.0
122,Nikola Jokić,Movement Shooter-Wing Shot Creator-Wing Shot Creator-Wing Shot Creator,Movement Shooter,Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,0.2817840909090909,0.5165243506493508,0.15677597402597404,0.04384577922077922,0.7488977272727272,0.25110227272727276,0.6265227272727273,0.6554853896103895,616.0
123,Nikola Jokić,All Around Big-Movement Shooter-Pure Point Guard-Shot Creator Guard,All Around Big,Movement Shooter,Pure Point Guard,Shot Creator Guard,0.2894477611940299,0.47629850746268654,0.12650373134328358,0.07674626865671642,0.6918097014925373,0.30819029850746266,0.573134328358209,0.6065820895522388,268.0
124,Nikola Jokić,Pure Point Guard-Shot Creator Guard-Shot Creator Guard-Wing Shot Creator,Pure Point Guard,Shot Creator Guard,Shot Creator Guard,Wing Shot Creator,0.352233606557377,0.40270901639344253,0.14085245901639343,0.13282377049180327,0.6066762295081968,0.39332377049180334,0.5841147540983607,0.6092786885245902,244.0
125,Nikola Jokić,Movement Shooter-Movement Shooter-Wing Shot Creator-Wing Shot Creator,Movement Shooter,Movement Shooter,Wing Shot Creator,Wing Shot Creator,0.243089552238806,0.5087164179104477,0.20336318407960202,0.05870149253731343,0.7736417910447762,0.22635820895522388,0.6050597014925373,0.6493631840796019,201.0
126,Nikola Jokić,Movement Shooter-Movement Shooter-Stretch Big-Wing Shot Creator,Movement Shooter,Movement Shooter,Stretch Big,Wing Shot Creator,0.22781770833333329,0.4990729166666667,0.11141145833333334,0.07088541666666666,0.6729947916666666,0.3270052083333333,0.5928854166666667,0.6409375,192.0
127,Nikola Jokić,All Around Guard-Pure Point Guard-Shot Creator Guard-Stretch Big,All Around Guard,Pure Point Guard,Shot Creator Guard,Stretch Big,0.3581875,0.3522272727272727,0.055977272727272716,0.10936363636363637,0.6569772727272727,0.3430227272727273,0.5841818181818182,0.6242272727272726,176.0
128,Nikola Jokić,Wing Shot Creator-Wing Shot Creator-Wing Shot Creator-Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,0.335,0.469,0.174,0.06,0.739,0.261,0.644,0.663,128.0
129,Nikola Jokić,Pure Point Guard-Pure Point Guard-Wing Shot Creator-Wing Shot Creator,Pure Point Guard,Pure Point Guard,Wing Shot Creator,Wing Shot Creator,0.29904132231404956,0.39453719008264465,0.1254793388429752,0.12086776859504134,0.6357024793388428,0.364297520661157,0.597198347107438,0.6400495867768595,121.0
130,Nikola Jokić,Rim Runner/Protector-Shot Creator Guard-Shot Creator Guard-Shot Creator Guard,Rim Runner/Protector,Shot Creator Guard,Shot Creator Guard,Shot Creator Guard,0.24277272727272725,0.4790363636363636,0.13997272727272728,0.1036,0.6471454545454546,0.35285454545454553,0.5771545454545454,0.6139,110.0
131,Nikola Jokić,All Around Guard-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,All Around Guard,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.2526595744680851,0.5454148936170212,0.12054255319148936,0.10520212765957446,0.5471170212765958,0.4528829787234042,0.6012659574468086,0.6117127659574468,94.0
132,Nikola Jokić,All Around Guard-Wing Shot Creator-Wing Shot Creator-Wing Shot Creator,All Around Guard,Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,0.35354545454545455,0.48527272727272724,0.15736363636363634,0.04418181818181818,0.766,0.23399999999999999,0.6223636363636363,0.6482727272727273,66.0
133,Nikola Jokić,All Around Guard-Movement Shooter-Shot Creator Guard-Stretch Big,All Around Guard,Movement Shooter,Shot Creator Guard,Stretch Big,0.21243103448275863,0.581051724137931,0.11098275862068964,0.1221551724137931,0.5787931034482758,0.4212068965517241,0.5540344827586207,0.566051724137931,58.0
134,Nikola Jokić,Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator-Wing Shot Creator,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,Wing Shot Creator,0.35079999999999995,0.3986363636363636,0.12330909090909091,0.0887090909090909,0.6722181818181818,0.3277818181818182,0.6752,0.7004181818181817,55.0
135,Shai Gilgeous-Alexander,All Around Big-Movement Shooter-Shot Creator Guard-Wing Shot Creator,All Around Big,Movement Shooter,Shot Creator Guard,Wing Shot Creator,0.30603195876288664,0.4748608247422681,0.14556907216494847,0.08884845360824743,0.6220484536082475,0.3779515463917526,0.5819917525773195,0.6120845360824742,970.0
136,Shai Gilgeous-Alexander,Movement Shooter-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,Movement Shooter,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,0.2860916666666667,0.4729583333333333,0.11997666666666668,0.09835166666666667,0.5893216666666666,0.4106783333333333,0.5548083333333333,0.5868999999999999,600.0
137,Shai Gilgeous-Alexander,All Around Big-Movement Shooter-Movement Shooter-Shot Creator Guard,All Around Big,Movement Shooter,Movement Shooter,Shot Creator Guard,0.2795048543689321,0.46371359223300973,0.13014320388349515,0.08423300970873784,0.541128640776699,0.45887135922330097,0.5619951456310679,0.6041456310679612,412.0
138,Shai Gilgeous-Alexander,Movement Shooter-Movement Shooter-Movement Shooter-Stretch Big,Movement Shooter,Movement Shooter,Movement Shooter,Stretch Big,0.4069638888888889,0.3285472222222222,0.12487222222222222,0.0942611111111111,0.565088888888889,0.43495555555555554,0.6195499999999999,0.6609694444444445,360.0
139,Shai Gilgeous-Alexander,Movement Shooter-Movement Shooter-Movement Shooter-Shot Creator Guard,Movement Shooter,Movement Shooter,Movement Shooter,Shot Creator Guard,0.3777011494252874,0.407992337164751,0.15439080459770113,0.05245977011494253,0.581168582375479,0.4188314176245211,0.5566475095785441,0.5969003831417624,261.0
140,Shai Gilgeous-Alexander,3&D-Movement Shooter-Movement Shooter-Stretch Big,3&D,Movement Shooter,Movement Shooter,Stretch Big,0.3976432432432432,0.3524918918918919,0.10656756756756756,0.06494054054054055,0.6198432432432432,0.3801567567567568,0.570545945945946,0.6222432432432433,185.0
141,Shai Gilgeous-Alexander,All Around Big-Movement Shooter-Rim Runner/Protector-Shot Creator Guard,All Around Big,Movement Shooter,Rim Runner/Protector,Shot Creator Guard,0.28325555555555554,0.5050055555555555,0.11180555555555556,0.09222777777777777,0.5607444444444444,0.43925555555555557,0.6216499999999999,0.6480944444444445,180.0
142,Shai Gilgeous-Alexander,All Around Big-Shot Creator Guard-Shot Creator Guard-Wing Shot Creator,All Around Big,Shot Creator Guard,Shot Creator Guard,Wing Shot Creator,0.272,0.34,0.064,0.10399999999999998,0.44400000000000006,0.556,0.602,0.671,177.0
143,Shai Gilgeous-Alexander,Movement Shooter-Movement Shooter-Movement Shooter-Rim Runner/Protector,Movement Shooter,Movement Shooter,Movement Shooter,Rim Runner/Protector,0.36643604651162787,0.3844011627906977,0.0788953488372093,0.09010465116279069,0.588703488372093,0.4112965116279069,0.5687500000000001,0.60275,172.0
144,Shai Gilgeous-Alexander,Movement Shooter-Movement Shooter-Pure Point Guard-Stretch Big,Movement Shooter,Movement Shooter,Pure Point Guard,Stretch Big,0.3516159420289855,0.3416449275362318,0.09230434782608696,0.08121014492753624,0.4750797101449275,0.5249202898550726,0.5986449275362319,0.6512028985507246,138.0
145,Shai Gilgeous-Alexander,3&D-Movement Shooter-Movement Shooter-Movement Shooter,3&D,Movement Shooter,Movement Shooter,Movement Shooter,0.38686718750000004,0.3805703125,0.15579687500000003,0.10081250000000001,0.540015625,0.45998437499999995,0.5886796874999999,0.6138906249999999,128.0
146,Shai Gilgeous-Alexander,Movement Shooter-Movement Shooter-Movement Shooter-Movement Shooter,Movement Shooter,Movement Shooter,Movement Shooter,Movement Shooter,0.43357500000000004,0.36340833333333333,0.14068333333333333,0.09289166666666665,0.5717000000000001,0.4283,0.5741333333333333,0.60085,120.0
147,Shai Gilgeous-Alexander,3&D-Movement Shooter-Movement Shooter-Wing Shot Creator,3&D,Movement Shooter,Movement Shooter,Wing Shot Creator,0.3848809523809524,0.3541666666666667,0.1913690476190476,0.06589285714285713,0.6240357142857142,0.3759642857142857,0.6223452380952381,0.6685952380952381,84.0
148,Shai Gilgeous-Alexander,Rim Runner/Protector-Shot Creator Guard-Shot Creator Guard-Wing Shot Creator,Rim Runner/Protector,Shot Creator Guard,Shot Creator Guard,Wing Shot Creator,0.317,0.376,0.055,0.064,0.535,0.465,0.598,0.661,82.0
149,Shai Gilgeous-Alexander,All Around Big-All Around Guard-Glue guy-Pure Point Guard,All Around Big,All Around Guard,Glue guy,Pure Point Guard,0.404140350877193,0.432719298245614,0.06477192982456141,0.04407017543859649,0.643298245614035,0.35670175438596496,0.6163333333333333,0.638122807017544,57.0
150,Stephen Curry,Rim Runner/Protector-Wing Shot Creator-Wing Shot Creator-Wing Shot Creator,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,0.37751274083281544,0.38985270354257295,0.1989633312616532,0.11752952144188937,0.709,0.291,0.6006152889993784,0.6235568676196396,1609.0
151,Stephen Curry,All Around Big-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,All Around Big,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.372007100591716,0.4370343195266272,0.17138816568047335,0.06836804733727811,0.7087597633136096,0.29125917159763315,0.5959514792899407,0.6188923076923076,845.0
152,Stephen Curry,All Around Big-Rim Runner/Protector-Wing Shot Creator-Wing Shot Creator,All Around Big,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,0.399172932330827,0.3795501253132832,0.15647744360902255,0.09703258145363408,0.7747944862155388,0.2252055137844612,0.6174060150375941,0.6439711779448621,798.0
153,Stephen Curry,All Around Big-Post Scorer-Shot Creator Guard-Wing Shot Creator,All Around Big,Post Scorer,Shot Creator Guard,Wing Shot Creator,0.35388467614533964,0.38272827804107423,0.22809004739336494,0.12526066350710902,0.7711690363349131,0.22883096366508687,0.6076998420221169,0.6400189573459715,633.0
154,Stephen Curry,All Around Big-Movement Shooter-Rim Runner/Protector-Wing Shot Creator,All Around Big,Movement Shooter,Rim Runner/Protector,Wing Shot Creator,0.42528150134048254,0.38311528150134044,0.1647104557640751,0.05824396782841824,0.6824530831099196,0.3175469168900804,0.5964638069705093,0.6257721179624665,373.0
155,Stephen Curry,Post Scorer-Rim Runner/Protector-Wing Shot Creator-Wing Shot Creator,Post Scorer,Rim Runner/Protector,Wing Shot Creator,Wing Shot Creator,0.3533869969040248,0.38625696594427245,0.1681795665634675,0.10030030959752324,0.6571764705882353,0.3428668730650155,0.6018792569659444,0.6357739938080496,323.0
156,Stephen Curry,Movement Shooter-Shot Creator Guard-Stretch Big-Wing Shot Creator,Movement Shooter,Shot Creator Guard,Stretch Big,Wing Shot Creator,0.3780390070921986,0.3955921985815603,0.16117730496453903,0.05923049645390071,0.742790780141844,0.25720921985815604,0.5758439716312057,0.6181808510638299,282.0
157,Stephen Curry,Movement Shooter-Wing Shot Creator-Wing Shot Creator-Wing Shot Creator,Movement Shooter,Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,0.4069254901960784,0.3360980392156863,0.21322745098039214,0.09729019607843138,0.7066705882352942,0.29332941176470584,0.6287098039215686,0.664392156862745,255.0
158,Stephen Curry,Movement Shooter-Rim Runner/Protector-Stretch Big-Wing Shot Creator,Movement Shooter,Rim Runner/Protector,Stretch Big,Wing Shot Creator,0.39045291479820626,0.41094618834080715,0.1659013452914798,0.07285201793721972,0.666811659192825,0.33318834080717485,0.6172959641255604,0.639408071748879,223.0
159,Stephen Curry,Wing Shot Creator-Wing Shot Creator-Wing Shot Creator-Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,Wing Shot Creator,0.429,0.319,0.143,0.071,0.659,0.341,0.723,0.75,172.0
160,Stephen Curry,Movement Shooter-Post Scorer-Wing Shot Creator-Wing Shot Creator,Movement Shooter,Post Scorer,Wing Shot Creator,Wing Shot Creator,0.3542792792792793,0.33,0.1517567567567568,0.12188288288288288,0.6909639639639641,0.30919819819819816,0.5892072072072072,0.636117117117117,111.0
161,Stephen Curry,All Around Big-Movement Shooter-Stretch Big-Wing Shot Creator,All Around Big,Movement Shooter,Stretch Big,Wing Shot Creator,0.45154368932038835,0.3632621359223301,0.11850485436893203,0.05166019417475728,0.6673300970873788,0.3327961165048544,0.6270291262135923,0.6604757281553397,103.0
162,Stephen Curry,All Around Big-Post Scorer-Rim Runner/Protector-Wing Shot Creator,All Around Big,Post Scorer,Rim Runner/Protector,Wing Shot Creator,0.2772682926829268,0.44365853658536586,0.23295121951219513,0.11748780487804879,0.6331707317073171,0.366829268292683,0.7349512195121951,0.7461463414634146,82.0
163,Stephen Curry,Rim Runner/Protector-Rim Runner/Protector-Shot Creator Guard-Wing Shot Creator,Rim Runner/Protector,Rim Runner/Protector,Shot Creator Guard,Wing Shot Creator,0.4662054794520548,0.29998630136986304,0.10130136986301369,0.10956164383561642,0.6360684931506849,0.3639315068493151,0.6897260273972603,0.7065890410958905,73.0
164,Stephen Curry,Rim Runner/Protector-Rim Runner/Protector-Stretch Big-Wing Shot Creator,Rim Runner/Protector,Rim Runner/Protector,Stretch Big,Wing Shot Creator,0.39325,0.415609375,0.26340625,0.105859375,0.7938125,0.20618750000000002,0.561484375,0.57525,64.0
